package,version,license,license_source,direct_dependency,dev_dependency,resolved,package_path,license_file
tinyglobby,0.2.15,MIT,package-lock,false,true,https://registry.npmjs.org/tinyglobby/-/tinyglobby-0.2.15.tgz,node_modules/tinyglobby,node_modules/tinyglobby/LICENSE
trim-lines,3.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/trim-lines/-/trim-lines-3.0.1.tgz,node_modules/trim-lines,node_modules/trim-lines/license
troika-three-text,0.52.4,MIT,package-lock,false,false,https://registry.npmjs.org/troika-three-text/-/troika-three-text-0.52.4.tgz,node_modules/troika-three-text,node_modules/troika-three-text/LICENSE
troika-three-utils,0.52.4,MIT,package-lock,false,false,https://registry.npmjs.org/troika-three-utils/-/troika-three-utils-0.52.4.tgz,node_modules/troika-three-utils,node_modules/troika-three-utils/LICENSE
troika-worker-utils,0.52.0,MIT,package-lock,false,false,https://registry.npmjs.org/troika-worker-utils/-/troika-worker-utils-0.52.0.tgz,node_modules/troika-worker-utils,node_modules/troika-worker-utils/LICENSE
trough,2.2.0,MIT,package-lock,false,false,https://registry.npmjs.org/trough/-/trough-2.2.0.tgz,node_modules/trough,node_modules/trough/license
tunnel-rat,0.1.2,MIT,package-lock,false,false,https://registry.npmjs.org/tunnel-rat/-/tunnel-rat-0.1.2.tgz,node_modules/tunnel-rat,node_modules/tunnel-rat/LICENSE
typescript,5.9.3,Apache-2.0,package-lock,true,true,https://registry.npmjs.org/typescript/-/typescript-5.9.3.tgz,node_modules/typescript,node_modules/typescript/LICENSE.txt
unified,11.0.5,MIT,package-lock,false,false,https://registry.npmjs.org/unified/-/unified-11.0.5.tgz,node_modules/unified,node_modules/unified/license
unist-util-filter,5.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/unist-util-filter/-/unist-util-filter-5.0.1.tgz,node_modules/unist-util-filter,node_modules/unist-util-filter/license
unist-util-is,6.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/unist-util-is/-/unist-util-is-6.0.1.tgz,node_modules/unist-util-is,node_modules/unist-util-is/license
unist-util-position,5.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/unist-util-position/-/unist-util-position-5.0.0.tgz,node_modules/unist-util-position,node_modules/unist-util-position/license
unist-util-stringify-position,4.0.0,MIT,package-lock,false,false,https://registry.npmjs.org/unist-util-stringify-position/-/unist-util-stringify-position-4.0.0.tgz,node_modules/unist-util-stringify-position,node_modules/unist-util-stringify-position/license
unist-util-visit,5.1.0,MIT,package-lock,false,false,https://registry.npmjs.org/unist-util-visit/-/unist-util-visit-5.1.0.tgz,node_modules/unist-util-visit,node_modules/unist-util-visit/license
unist-util-visit-parents,6.0.2,MIT,package-lock,false,false,https://registry.npmjs.org/unist-util-visit-parents/-/unist-util-visit-parents-6.0.2.tgz,node_modules/unist-util-visit-parents,node_modules/unist-util-visit-parents/license
update-browserslist-db,1.2.3,MIT,package-lock,false,true,https://registry.npmjs.org/update-browserslist-db/-/update-browserslist-db-1.2.3.tgz,node_modules/update-browserslist-db,node_modules/update-browserslist-db/LICENSE
use-sync-external-store,1.6.0,MIT,package-lock,false,false,https://registry.npmjs.org/use-sync-external-store/-/use-sync-external-store-1.6.0.tgz,node_modules/use-sync-external-store,node_modules/use-sync-external-store/LICENSE
utility-types,3.11.0,MIT,package-lock,false,false,https://registry.npmjs.org/utility-types/-/utility-types-3.11.0.tgz,node_modules/utility-types,node_modules/utility-types/LICENSE
vfile,6.0.3,MIT,package-lock,false,false,https://registry.npmjs.org/vfile/-/vfile-6.0.3.tgz,node_modules/vfile,node_modules/vfile/license
vfile-location,5.0.3,MIT,package-lock,false,false,https://registry.npmjs.org/vfile-location/-/vfile-location-5.0.3.tgz,node_modules/vfile-location,node_modules/vfile-location/license
vfile-message,4.0.3,MIT,package-lock,false,false,https://registry.npmjs.org/vfile-message/-/vfile-message-4.0.3.tgz,node_modules/vfile-message,node_modules/vfile-message/license
vite,7.3.1,MIT,package-lock,true,true,https://registry.npmjs.org/vite/-/vite-7.3.1.tgz,node_modules/vite,node_modules/vite/LICENSE.md
web-namespaces,2.0.1,MIT,package-lock,false,false,https://registry.npmjs.org/web-namespaces/-/web-namespaces-2.0.1.tgz,node_modules/web-namespaces,node_modules/web-namespaces/license
webgl-constants,1.1.1,MIT,license-file-inferred,false,false,https://registry.npmjs.org/webgl-constants/-/webgl-constants-1.1.1.tgz,node_modules/webgl-constants,node_modules/webgl-constants/LICENSE
webgl-sdf-generator,1.1.1,MIT,package-lock,false,false,https://registry.npmjs.org/webgl-sdf-generator/-/webgl-sdf-generator-1.1.1.tgz,node_modules/webgl-sdf-generator,node_modules/webgl-sdf-generator/LICENSE.txt
which,2.0.2,ISC,package-lock,false,false,https://registry.npmjs.org/which/-/which-2.0.2.tgz,node_modules/which,node_modules/which/LICENSE
yallist,3.1.1,ISC,package-lock,false,true,https://registry.npmjs.org/yallist/-/yallist-3.1.1.tgz,node_modules/yallist,node_modules/yallist/LICENSE
zustand,4.5.7,MIT,package-lock,false,false,https://registry.npmjs.org/zustand/-/zustand-4.5.7.tgz,node_modules/tunnel-rat/node_modules/zustand,node_modules/tunnel-rat/node_modules/zustand/LICENSE
zustand,5.0.11,MIT,package-lock,false,false,https://registry.npmjs.org/zustand/-/zustand-5.0.11.tgz,node_modules/zustand,node_modules/zustand/LICENSE
zwitch,2.0.4,MIT,package-lock,false,false,https://registry.npmjs.org/zwitch/-/zwitch-2.0.4.tgz,node_modules/zwitch,node_modules/zwitch/license
